Counter, Number of Walkers, Average age of Walkers, Average distance to target, ;
0, 1, 1, 111;
1, 1, 2, 109;
2, 1, 3, 108;
3, 1, 4, 106;
4, 2, 2, 97;
5, 2, 3, 96;
6, 2, 4, 94;
7, 3, 3, 101;
8, 3, 4, 100;
9, 3, 5, 98;
10, 3, 6, 97;
11, 3, 7, 95;
12, 3, 8, 94;
13, 3, 9, 93;
14, 3, 10, 92;
15, 3, 11, 91;
16, 3, 12, 89;
17, 3, 13, 88;
18, 3, 14, 87;
19, 3, 15, 85;
20, 3, 16, 84;
21, 3, 17, 83;
22, 3, 18, 82;
23, 3, 19, 80;
24, 3, 20, 79;
25, 3, 21, 78;
26, 3, 22, 76;
27, 3, 23, 75;
28, 3, 24, 74;
29, 3, 25, 73;
30, 3, 26, 72;
31, 3, 27, 70;
32, 3, 28, 69;
33, 3, 29, 67;
34, 3, 30, 66;
35, 3, 31, 65;
36, 3, 32, 64;
37, 3, 33, 63;
38, 4, 26, 74;
39, 4, 27, 73;
40, 4, 28, 71;
41, 4, 29, 70;
42, 4, 30, 69;
43, 4, 31, 67;
44, 4, 32, 66;
45, 4, 33, 65;
46, 4, 34, 64;
47, 4, 35, 62;
48, 4, 36, 61;
49, 4, 37, 60;
50, 4, 38, 58;
51, 4, 39, 57;
52, 4, 40, 56;
53, 4, 41, 54;
54, 4, 42, 53;
55, 4, 43, 52;
56, 4, 44, 51;
57, 4, 45, 49;
58, 5, 36, 38;
59, 5, 37, 55;
60, 5, 38, 54;
61, 5, 39, 53;
62, 5, 40, 51;
63, 5, 41, 50;
64, 5, 42, 49;
65, 5, 43, 48;
66, 5, 44, 47;
67, 5, 45, 45;
68, 5, 46, 44;
69, 5, 47, 43;
70, 5, 48, 42;
71, 6, 41, 49;
72, 6, 42, 48;
73, 6, 43, 47;
74, 6, 44, 46;
75, 6, 45, 44;
76, 6, 46, 43;
77, 6, 47, 42;
78, 6, 48, 41;
79, 6, 49, 40;
80, 6, 50, 39;
81, 6, 51, 38;
82, 6, 52, 37;
83, 6, 53, 36;
84, 6, 54, 35;
85, 6, 55, 34;
86, 6, 56, 32;
87, 6, 57, 31;
88, 6, 43, 49;
89, 6, 44, 48;
90, 6, 45, 47;
91, 6, 46, 45;
92, 6, 47, 44;
93, 6, 48, 43;
94, 6, 34, 57;
95, 6, 35, 56;
96, 6, 36, 55;
97, 6, 22, 54;
98, 6, 23, 73;
99, 6, 24, 71;
100, 6, 25, 70;
101, 6, 26, 69;
102, 6, 27, 68;
103, 6, 28, 67;
104, 6, 29, 66;
105, 6, 30, 64;
106, 6, 31, 63;
107, 6, 32, 62;
108, 6, 33, 61;
109, 6, 34, 60;
110, 7, 30, 66;
111, 7, 31, 65;
112, 7, 32, 64;
113, 7, 33, 63;
114, 7, 34, 62;
115, 7, 35, 61;
116, 7, 36, 59;
117, 7, 37, 58;
118, 7, 38, 57;
119, 7, 39, 56;
120, 7, 40, 55;
121, 7, 41, 53;
122, 7, 42, 52;
123, 7, 43, 51;
124, 7, 44, 50;
125, 7, 45, 49;
126, 7, 46, 48;
127, 7, 47, 46;
128, 7, 35, 62;
129, 7, 36, 61;
130, 7, 37, 60;
131, 7, 38, 59;
132, 7, 39, 57;
133, 7, 40, 56;
134, 7, 41, 55;
135, 7, 42, 54;
136, 7, 43, 53;
137, 7, 44, 51;
138, 7, 45, 50;
139, 7, 46, 49;
140, 7, 47, 47;
141, 7, 48, 46;
142, 7, 49, 45;
143, 7, 50, 44;
144, 7, 51, 43;
145, 7, 52, 41;
146, 7, 53, 40;
147, 7, 54, 39;
148, 7, 55, 38;
149, 7, 56, 36;
150, 8, 39, 39;
151, 8, 39, 52;
152, 8, 40, 51;
153, 8, 41, 50;
154, 8, 42, 48;
155, 8, 43, 47;
156, 8, 44, 46;
157, 8, 45, 45;
158, 8, 46, 44;
159, 8, 47, 42;
160, 9, 43, 49;
161, 9, 34, 58;
162, 9, 35, 57;
163, 9, 36, 56;
164, 9, 37, 54;
165, 9, 38, 53;
166, 9, 39, 52;
167, 9, 40, 51;
168, 9, 41, 50;
169, 9, 42, 49;
170, 9, 43, 48;
171, 9, 44, 46;
172, 9, 45, 45;
173, 9, 46, 44;
174, 9, 47, 43;
175, 9, 48, 42;
176, 9, 49, 41;
177, 9, 40, 50;
178, 9, 41, 49;
179, 9, 42, 47;
180, 10, 39, 51;
181, 10, 40, 49;
182, 10, 41, 48;
183, 10, 33, 56;
184, 10, 34, 55;
185, 10, 35, 54;
186, 10, 36, 53;
187, 10, 37, 52;
188, 10, 29, 57;
189, 10, 30, 55;
190, 10, 31, 54;
191, 10, 32, 53;
192, 10, 33, 52;
193, 10, 34, 51;
194, 10, 35, 50;
195, 10, 36, 49;
196, 10, 37, 48;
197, 10, 38, 47;
198, 10, 39, 46;
199, 10, 40, 44;
200, 10, 32, 50;
201, 10, 33, 49;
202, 10, 34, 48;
203, 10, 35, 46;
204, 10, 36, 45;
205, 10, 37, 44;
206, 10, 38, 43;
207, 10, 39, 42;
208, 10, 40, 41;
209, 10, 41, 40;
210, 10, 42, 39;
211, 10, 43, 38;
212, 10, 38, 48;
213, 10, 39, 47;
214, 10, 40, 46;
215, 10, 41, 45;
216, 10, 42, 44;
217, 10, 43, 43;
218, 10, 35, 51;
219, 10, 36, 49;
220, 10, 37, 48;
221, 10, 38, 47;
222, 10, 39, 46;
223, 10, 40, 45;
224, 10, 41, 44;
225, 11, 38, 39;
226, 11, 39, 38;
227, 11, 40, 37;
228, 11, 41, 41;
229, 11, 42, 40;
230, 11, 43, 39;
231, 11, 44, 38;
232, 11, 45, 37;
233, 11, 46, 36;
234, 11, 47, 35;
235, 11, 48, 34;
236, 11, 49, 33;
237, 11, 50, 32;
238, 11, 51, 31;
239, 11, 52, 30;
240, 11, 53, 29;
241, 11, 46, 38;
242, 11, 47, 37;
243, 11, 48, 36;
244, 11, 49, 35;
245, 11, 50, 34;
246, 11, 51, 33;
247, 11, 52, 32;
248, 11, 47, 39;
249, 11, 40, 47;
250, 11, 41, 45;
251, 11, 42, 44;
252, 11, 35, 51;
253, 11, 36, 50;
254, 11, 37, 49;
255, 11, 38, 48;
256, 11, 39, 47;
257, 11, 40, 46;
258, 11, 41, 45;
259, 11, 42, 44;
260, 11, 43, 43;
261, 11, 38, 53;
262, 11, 39, 52;
263, 11, 40, 51;
264, 11, 41, 50;
265, 11, 42, 49;
266, 11, 43, 48;
267, 11, 44, 47;
268, 11, 37, 51;
269, 11, 38, 50;
270, 11, 31, 60;
271, 11, 32, 58;
272, 11, 33, 57;
273, 11, 34, 56;
274, 11, 26, 63;
275, 11, 27, 62;
276, 11, 28, 61;
